id,created_at,full_text
1423617741240549376,2021-08-06 12:11:33,"b""RT @faisal_moola: I'm overjoyed @JonathanWNV announcement of $130 million to create network urban National Parks in\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6. Urban areas too ofte\xe2\x80\xa6"""
1423422954411544581,2021-08-05 23:17:32,"b'To fight climate change, Canada and the US need to work together. Thanks @ClimateEnvoy for a productive discussion, I look forward to working together to safeguard our economies and our planet. https://t.co/rTBmWveY2l https://t.co/BpVCRDm2h2'"
1423411246905368579,2021-08-05 22:31:01,"b'RT @IISD_news: Today, Canada \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 launched consultations on border carbon adjustments. Says @JonathanWNV: ""#BCAs have the potential to help C\xe2\x80\xa6'"
1423410724999680007,2021-08-05 22:28:57,"b'A very happy birthday to my good friend and amazing colleague @cathmckenna! \xf0\x9f\x8e\x8a \xf0\x9f\x8e\x89\nThank you for your fearless, dedicated work to help Canada and the world achieve our climate change goals. https://t.co/F0yaCYKfsu'"
1423387349145227264,2021-08-05 20:56:03,b'Le Canada d\xc3\xa9montre du leadership en fixant un prix ambitieux sur le carbone. Nous lan\xc3\xa7ons cet automne des consultations sur les ajustements \xc3\xa0 la fronti\xc3\xa8re pour le carbone afin de favoriser un march\xc3\xa9 \xc3\xa9quitable et concurrentielle pour les produits canadiens.\nhttps://t.co/sVnfc9WMCe'
1423387282225213448,2021-08-05 20:55:47,"b""Canada is showing global leadership by committing to an ambitious, effective price on carbon. We're launching consultations on border carbon adjustments this fall to keep the global playing field for Canadian goods fair and competitive.\nhttps://t.co/O6Tmftui2I"""
1423346358958895107,2021-08-05 18:13:11,"b'.@TheForks se met \xc3\xa0 la g\xc3\xa9othermie! Nous investissons des sommes historiques dans les innovations en mati\xc3\xa8re de technologies \xc3\xa0 faible \xc3\xa9mission de carbone, car elles aideront les communaut\xc3\xa9s de tout le pays \xc3\xa0 r\xc3\xa9duire leurs \xc3\xa9missions et \xc3\xa0 cr\xc3\xa9er des emplois de qualit\xc3\xa9. https://t.co/MCnPYRCzqL'"
1423346097955692549,2021-08-05 18:12:08,"b"".@TheForks is going geothermal! We're investing historic amounts in innovations in low carbon technology because they will help communities across the country reduce their emissions and create quality jobs. https://t.co/P0KBCaumce"""
1423303772974067718,2021-08-05 15:23:57,"b""Nous sommes engag\xc3\xa9s \xc3\xa0 mieux prot\xc3\xa9ger la sant\xc3\xa9 des Canadiens et leur environnement en renfor\xc3\xa7ant la LCPE et en examinant certaines dispositions de la Loi sur les produits antiparasitaires pour accro\xc3\xaetre la transparence quant \xc3\xa0 l'utilisation des pesticides.\nhttps://t.co/BGgqp8q3o4"""
1423303759518633987,2021-08-05 15:23:54,"b""We committed to enhancing the protection of Canadians' health and the environment by strengthening CEPA, and now to further action by reviewing specific provisions of the PCPA to enhance the transparency of decision-making on the use of pesticides.\nhttps://t.co/dfrNJudb0O"""
1423293818497945605,2021-08-05 14:44:24,b'RT @NCC_CNC: Bravo @environnementca pour la cr\xc3\xa9ation du Programme de parcs urbains nationaux. Passer du temps dans la nature a d\xe2\x80\x99innombrabl\xe2\x80\xa6'
1423293807240437775,2021-08-05 14:44:21,b'RT @NCC_CNC: Kudos to @environmentca for the creation of the National Urban Parks Program. The benefits of spending time in nature are many\xe2\x80\xa6'
1423284544954716168,2021-08-05 14:07:33,"b'RT @MajidJowhari: Yesterday, Minister @JonathanWNV announced a new program to support the creation of a network of national urban parks! Th\xe2\x80\xa6'"
1423277411077079042,2021-08-05 13:39:12,b'Investing in a network of national parks is a down payment on a long term vision and plan to build a nature-positive and carbon-neutral future.\nhttps://t.co/btFrbZCLRP'
1423274767851954179,2021-08-05 13:28:42,"b'We want something that will create additional opportunities for folks to interact with nature, that will create opportunities to protect some of the biodiversity that exists near urban centres, and also opportunities for tourism.\nhttps://t.co/Zg25fPiz11'"
1423268093221130241,2021-08-05 13:02:11,"b'The National Urban Parks Program will be supported by Budget 2021\xe2\x80\x99s historic investment of $2.3 billion in Canada\xe2\x80\x99s Nature Legacy to address the biodiversity crisis, protect nature and create jobs in nature conservation.\nhttps://t.co/JHGuPubD99'"
1423264964001816576,2021-08-05 12:49:45,"b'""Parks Canada and the Meewasin Valley Authority have signed a statement of collaboration to explore the potential for a national urban park in the Meewasin Valley.""\nhttps://t.co/BbpE80VXuu'"
1423262779910369293,2021-08-05 12:41:04,"b""RT @SierraClubCan: We applaud @JonathanWNV's announcement of a network of national urban #parks, including a potential park in the greater\xe2\x80\xa6"""
1423253316839124993,2021-08-05 12:03:28,b'RT @cityofcolwood: Very excited that #Colwood sites may be considered by @ParksCanada for an Urban Park in our community. We\xe2\x9d\xa4\xef\xb8\x8f parks and th\xe2\x80\xa6'
1423048442381733888,2021-08-04 22:29:22,"b'RT @JustinTrudeau: On peut prot\xc3\xa9ger l\xe2\x80\x99environnement, cr\xc3\xa9er des emplois et faire cro\xc3\xaetre notre \xc3\xa9conomie en m\xc3\xaame temps. L\xe2\x80\x99investissement de l\xe2\x80\xa6'"
1423048415940956166,2021-08-04 22:29:15,"b'RT @JustinTrudeau: We can protect the environment, create jobs for people, and grow our economy at the same time. Last week\xe2\x80\x99s investment in\xe2\x80\xa6'"
1423031868694450181,2021-08-04 21:23:30,b'RT @cathmckenna: An amazing initiative! \n\nOver 70% of Canadians live in urban areas where access to nature can be limited. A new network of\xe2\x80\xa6'
1423024172863733768,2021-08-04 20:52:55,"b""Je suis fier de travailler avec nos partenaires, de Parcs Canada aux municipalit\xc3\xa9s, en passant par les experts en conservation et les peuples autochtones, pour \xc3\xa9tablir ces nouveaux espaces et s'assurer que tous les Canadiens aient acc\xc3\xa8s \xc3\xa0 la nature. \nhttps://t.co/cE9cQoyQbp https://t.co/ordaBt7ZQ3"""
1423024168816230405,2021-08-04 20:52:55,"b""Le Programme des parcs urbains nationaux contribuera \xc3\xa0 l'engagement du Canada \xc3\xa0 conserver 25% des terres et des eaux int\xc3\xa9rieures et 25% des zones marines et c\xc3\xb4ti\xc3\xa8res d'ici 2025."""
1423024167536971782,2021-08-04 20:52:54,"b""La derni\xc3\xa8re ann\xc3\xa9e et demie nous a rappel\xc3\xa9 \xc3\xa0 quel point l'acc\xc3\xa8s \xc3\xa0 la nature est important pour notre sant\xc3\xa9 et notre bien-\xc3\xaatre, mais nous savons aussi que l'expansion des espaces verts urbains nous aide \xc3\xa0 lutter contre les changements climatiques."""
1423024165548855299,2021-08-04 20:52:54,"b""Aujourd'hui, nous avons lanc\xc3\xa9 le Programme national des parcs urbains du Canada, afin de cr\xc3\xa9er et de pr\xc3\xa9server davantage d'espaces verts, l\xc3\xa0 o\xc3\xb9 la majorit\xc3\xa9 d'entre nous vivent, travaillent et se divertissent. https://t.co/YBaCms9vAe"""
1423023457047126016,2021-08-04 20:50:05,"b'I am proud to work with our partners, from Parks Canada, to municipalities, to conservation experts, to indigenous peoples to establish these new spaces to make sure all Canadians can access the ample benefits of access to nature. #NatureForAll\nhttps://t.co/SPr8TB3Rm2 https://t.co/jBpNWO6BTd'"
1423023452647301123,2021-08-04 20:50:04,b'The National Urban Parks Program will contribute to Canada\xe2\x80\x99s commitment to conserve 25% of land and inland waters and 25% of marine and coastal areas by 2025.'
1423023451166674955,2021-08-04 20:50:03,"b'This past year and a half reminded us just how important access to nature is for our health and well-being, but we also know that expanding urban green space helps us fight climate change, mitigate extreme weather events, and protect biodiversity. \xf0\x9f\x8c\xbf'"
1423023448889122823,2021-08-04 20:50:03,"b'Today, we launched Canada\xe2\x80\x99s National Urban Parks Program, to create and preserve more green space where the majority of us live, work, and play. https://t.co/uOxwLHydvc'"
1423020920474587140,2021-08-04 20:40:00,"b'RT @SoniaLiberal: Bramptonians \xe2\x9d\xa4\xef\xb8\x8f love our green spaces. Under the shade of beautiful trees \xf0\x9f\x8c\xb3, we use Brampton parks as community hubs &amp; pl\xe2\x80\xa6'"
1423020845912494080,2021-08-04 20:39:42,b'RT @Irek_K: Big news #WindsorEssex! Today Minister @JonathanWNV announced the creation of a National Urban Parks Program empowering @ParksC\xe2\x80\xa6'
1423020742963339266,2021-08-04 20:39:18,b'RT @HUBnorthshore: Very good to see federal leadership on cycling and other active transportation! \nhttps://t.co/wMwJbNr2eE'
1422998632618418176,2021-08-04 19:11:26,b'\xf0\x9f\x94\xb4 Live Now. Tune in! #NatureForAll \n\n\xf0\x9f\x94\xb4 En direct maintenant. Branchez-vous! #NaturePourTous\n\n\xe2\x9e\xa1\xef\xb8\x8f https://t.co/nGg5i6j2Vz https://t.co/GvLbGtS0fW'
1422991689405325324,2021-08-04 18:43:51,"b'In a few minutes, I\xe2\x80\x99m making an important announcement about the development of new national parks across the county. \n//\nDans quelques minutes, je ferai une annonce importante concernant le d\xc3\xa9veloppement de nouveaux parcs nationaux au pays.\n\nWatch here: https://t.co/nGg5i6j2Vz https://t.co/cFXGkfmgw0'"
1422968469671325699,2021-08-04 17:11:35,"b'RT @MSidhuLiberal: On behalf of Minister @SeamusORegan , I was happy to join my colleagues to announce $ 1.28 million to the City of Brampt\xe2\x80\xa6'"
1422931546059722754,2021-08-04 14:44:52,"b""Nature is one of the most important tools we have in the fight against biodiversity loss and climate change. We are protecting Ontario's forests and wetlands because they are critical to our health, our economy and our planet.\n@MarkGerretsen\nhttps://t.co/YFUb5JZ09z"""
1422549322105856009,2021-08-03 13:26:02,"b'More and more, we are beginning to understand just how important protecting nature is to sustaining our way of life and the health of our communities. We are protecting our grasslands and wetlands to secure key food supplies and fight climate change.\nhttps://t.co/IYWEQXDUa3'"
1422322150615117824,2021-08-02 22:23:20,"b'There\xe2\x80\x99s a reason why we\xe2\x80\x99re known as Beautiful British Columbia. \n\nFrom my family to yours, have a happy, safe #BCDay! https://t.co/soilP84OqX'"
1421925506224738306,2021-08-01 20:07:13,"b'RT @liberal_party: Happy Pride, Vancouver \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88\xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xe2\x9a\xa7\xef\xb8\x8f https://t.co/FEnAvGr0W0'"
1421886446051418113,2021-08-01 17:32:00,"b'Je suis heureux de codiriger ces travaux qui contribueront grandement \xc3\xa0 assurer la transparence et \xc3\xa0 renforcer la confiance, \xc3\xa0 l\xe2\x80\x99approche de la #COP26, o\xc3\xb9 il est essentiel que tous les pays renforcent leurs ambitions climatiques. Pour en savoir plus \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/ZSiJ28Q7QM'"
1421886444675768322,2021-08-01 17:32:00,"b""C'est pourquoi l'\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa et le \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 ont \xc3\xa9t\xc3\xa9 choisis par le \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 pour mener la charge de mobiliser 100 milliards de capitaux mondiaux afin que chaque pays puisse r\xc3\xa9duire ses \xc3\xa9missions et \xc3\xaatre plus r\xc3\xa9silient face \xc3\xa0 la crise climatique. @karinagould \nhttps://t.co/vW9Nacx8EH"""
1421886443123847175,2021-08-01 17:32:00,"b'Pour renverser les changements climatiques, il faut un effort collectif mondial, comme l\xe2\x80\x99urgence collective d\xc3\xa9montr\xc3\xa9e face \xc3\xa0 la pand\xc3\xa9mie. Les pays en d\xc3\xa9veloppement sont souvent les plus touch\xc3\xa9s, mais pas n\xc3\xa9cessairement en mesure d\xe2\x80\x99att\xc3\xa9nuer les impacts des changements climatiques.'"
1421886391169003529,2021-08-01 17:31:47,"b'I am pleased to be co-leading this work which will be an important part of ensuring transparency and building trust as we head into #COP26, where it is critical that all countries increase their climate ambition. Learn more \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/Uzz8aU7RWa'"
1421886389742981129,2021-08-01 17:31:47,b'That\xe2\x80\x99s why \xf0\x9f\x87\xa9\xf0\x9f\x87\xaa and \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 have been selected by the \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 to lead the charge of harnessing 100 billion in global capital to ensure every country is able to reduce their emissions and be more resilient in the face of the climate crisis. @karinagould \nhttps://t.co/vW9Nacx8EH'
1421886388144951300,2021-08-01 17:31:46,"b'Climate change requires a collective global effort to reverse, and like the pandemic, demands urgency, collective action and global cooperation. While developing nations are often hit the hardest by climate change, they\xe2\x80\x99re not always in the best position to mitigate it.'"
1421882963646631936,2021-08-01 17:18:10,"b""RT @TeamCanada: \xe2\x9c\xa8  PENNY OLEKSIAK MAKES HISTORY (again) \xe2\x9c\xa8\n\nAfter winning \xf0\x9f\xa5\x89 in the 4x100m medley relay, Penny Oleksiak is now #TeamCanada's\xe2\x80\xa6"""
1421537413101457408,2021-07-31 18:25:04,b'RT @TurnbullWhitby: Agreed!  The Net Zero Accelerator Fund is fuelling innovation toward a sustainable economy! #cdnpoli https://t.co/CYHaZ\xe2\x80\xa6'
1421203978017284099,2021-07-30 20:20:07,"b""RT @FilomenaTassi: Ceux qui connaissent #HamOnt savent que nous sommes la \xc2\xab Steel City \xc2\xbb du Canada ! J'ai \xc3\xa9t\xc3\xa9 ravie de rejoindre @FP_Champa\xe2\x80\xa6"""
1421203947310694403,2021-07-30 20:20:00,b'RT @FilomenaTassi: Those who know #HamOnt know that we\xe2\x80\x99re Canada\xe2\x80\x99s \xe2\x80\x9cSteel City\xe2\x80\x9d - today is a historic day for us! I was thrilled to join @F\xe2\x80\xa6'
1421203745543753733,2021-07-30 20:19:12,b'RT @BayArea_Climate: This announcement is a huge win for #HamOnt \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c\nThank you @FilomenaTassi @FP_Champagne and @cafreeland for supporting #\xe2\x80\xa6'
1421203570364502018,2021-07-30 20:18:30,b'RT @HamiltonsMayor: Today is a great day for steel workers in Hamilton and a great day for the environment.\n\nThe federal government is inve\xe2\x80\xa6'
1421203471974420484,2021-07-30 20:18:07,b'Building and securing Canada\xe2\x80\x99s clean industrial advantage is a critical part of our climate plan for a healthy environment and a healthy economy. @FP_Champagne @FilomenaTassi @cafreeland \nhttps://t.co/ZRX2OBvzEh'
1421199940651454467,2021-07-30 20:04:05,b'RT @FP_Champagne: Notre investissement dans @ArcelorMittal_D combin\xc3\xa9 \xc3\xa0 notre r\xc3\xa9cent projet annonc\xc3\xa9 avec @AlgomaSteelInc signifient\xc2\xa0:\n\n\xf0\x9f\x8c\xb1 R\xc3\xa9d\xe2\x80\xa6'
1421199799647416326,2021-07-30 20:03:31,"b""RT @FP_Champagne: Today's investment in @ArcelorMittal_D combined with our recent project announced with @AlgomaSteelInc means:\n\n\xf0\x9f\x8c\xb1 Reducing\xe2\x80\xa6"""
1421194773856235525,2021-07-30 19:43:33,"b""RT @Catherine_CSPA: Congratulations to @ArcelorMittal_D on today's exciting carbon announcement to transform their #HamOnt plant.  Canada's\xe2\x80\xa6"""
1421178488455933953,2021-07-30 18:38:50,"b""Pour en savoir plus sur cet investissement destin\xc3\xa9 \xc3\xa0 soutenir un projet qui contribuera de mani\xc3\xa8re significative \xc3\xa0 l'atteinte des objectifs climatiques du Canada et \xc3\xa0 la croissance verte : https://t.co/Mt2RFs1kpr"""
1421178487193411588,2021-07-30 18:38:50,"b""L'investissement d'aujourd'hui par @cafreeland, @FP_Champagne et @FilomenaTassi dans @ArcelorMittal_D, ainsi que notre annonce pour Algoma Steel, permettront de r\xc3\xa9duire les \xc3\xa9missions \xc3\xa9quivalentes au retrait de la circulation de tous les v\xc3\xa9hicules \xc3\xa0 Toronto, Montr\xc3\xa9al et Vancouver."""
1421178485817675776,2021-07-30 18:38:49,"b""L'avenir de l'\xc3\xa9conomie canadienne est faible en carbone. Nous avons cr\xc3\xa9\xc3\xa9 le fonds Acc\xc3\xa9l\xc3\xa9rateur net z\xc3\xa9ro, car nous savons que pour cr\xc3\xa9er de bons emplois, rester comp\xc3\xa9titif et lutter contre les changements climatiques, nous devons nous adapter et soutenir des proc\xc3\xa9d\xc3\xa9s innovants. https://t.co/dqFjyWZbRm"""
1421177991263047680,2021-07-30 18:36:51,b'Learn more on this investment to support a project that will make a significant contribution toward Canada\xe2\x80\x99s achieving its climate goals and support green growth: https://t.co/nwefZOkD8k'
1421177990206140424,2021-07-30 18:36:51,"b'Today\xe2\x80\x99s investment by @cafreeland, @FP_Champagne and @FilomenaTassi in @ArcelorMittal_D, together with our Algoma Steel announcement, will reduce emissions roughly equivalent to taking all of the passenger vehicles in Toronto, Montr\xc3\xa9al, and Vancouver combined off the road.'"
1421177988767440912,2021-07-30 18:36:51,"b'The future of Canada\xe2\x80\x99s economy is low-carbon. We set up the Net Zero accelerator fund, because we know that creating good jobs, staying competitive and fighting climate change requires us to adapt and support innovative ways of doing things. https://t.co/XrTI88BNPI'"
1421168263388663814,2021-07-30 17:58:12,"b'RT @BernJordanMP: You can drive from St. John\xe2\x80\x99s, NL to Victoria, BC in an #ElectricVehicle because \xe2\xa4\xb5\xef\xb8\x8f\n\n\xe2\x9c\x85NEW Charging stations across \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\n\n\xe2\x9c\x85$\xe2\x80\xa6'"
1421153598277394445,2021-07-30 16:59:56,"b'RT @fsorbara: During #EVWeekinCanada, we announced +$32M to install 853 #EVchargers across \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6. These historic investments are making #Elect\xe2\x80\xa6'"
1421151793019559946,2021-07-30 16:52:45,b'RT @TurnbullWhitby: Feds announce $400M to cut greenhouse gas emissions at ArcelorMittal Dofasco.  \n\nThis investment is part of a project t\xe2\x80\xa6'
1421151161793527816,2021-07-30 16:50:15,b'RT @CSPA_ACPA: The @CSPA_ACPA celebrates today\xe2\x80\x99s announcement of a new and exciting partnership between the Government of Canada and @Arcel\xe2\x80\xa6'
1421134927773540357,2021-07-30 15:45:44,"b'Using cleaner fuels like hydrogen can help us shape the future of our transit system from trucks to buses to planes, and is one of the biggest steps we can take to reduce emissions and make our economy cleaner and more competitive while creating good jobs.\nhttps://t.co/aMWgZomhog'"
1420773577448624129,2021-07-29 15:49:52,"b'RT @OmarAlghabra: The transition to a low-carbon economy starts now, and it starts with making the shift to zero-emission vehicles! Learn m\xe2\x80\xa6'"
1420773564572110863,2021-07-29 15:49:49,"b'RT @OmarAlghabra: La transition vers une \xc3\xa9conomie sobre en carbone commence maintenant, et elle commence par le passage \xc3\xa0 des v\xc3\xa9hicules z\xc3\xa9r\xe2\x80\xa6'"
1420749956747567104,2021-07-29 14:16:00,"b""Nous faisons en sorte qu'il soit plus facile et plus abordable pour les Canadiens d'acheter une voiture z\xc3\xa9ro \xc3\xa9mission en leur accordant un rabais de 5 000 $ \xc3\xa0 l'achat. Voici quelques informations sur les programmes en place: https://t.co/hymISMY0sj https://t.co/fXE9T7FITC"""
1420749890360156161,2021-07-29 14:15:44,"b""We\xe2\x80\x99re making it easier and more affordable for Canadians to purchase a zero-emission car by giving them $5,000 when buying one. Here's what you need to know from Canada's Incentives for Zero-Emission Vehicles program: https://t.co/2OgD5bLLqO https://t.co/LAvIj20BW2"""
1420719574870368267,2021-07-29 12:15:16,"b'Hier, nous avons lanc\xc3\xa9 la toute premi\xc3\xa8re strat\xc3\xa9gie de transport actif f\xc3\xa9d\xc3\xa9rale et le fonds d\xc3\xa9di\xc3\xa9 \xc3\xa0 la construction de pistes et de sentiers, ce qui cr\xc3\xa9era des collectivit\xc3\xa9s solides et offrira une meilleure qualit\xc3\xa9 de vie \xc3\xa0 tous les Canadiens pour les g\xc3\xa9n\xc3\xa9rations \xc3\xa0 venir. https://t.co/wWBTm3i20y'"
1420719459774476293,2021-07-29 12:14:49,"b""Yesterday we launched Canada's first-ever federal strategy and fund dedicated to building active transportation trails and pathways that will build strong communities across the country and deliver a better quality of life for all Canadians now and for generations to come. https://t.co/aFDxbTfAmM"""
1420463005540704259,2021-07-28 19:15:46,b'RT @conont: #NaturalChampions #ConservationMatters #75YearsOfConservation https://t.co/bRf770FoYD'
1420461577355026439,2021-07-28 19:10:05,"b""Nous avons fait ce qui \xc3\xa9tait n\xc3\xa9cessaire pour relever les grands d\xc3\xa9fis de notre temps : aider les Canadiens \xc3\xa0 vivre et agir avec urgence pour lutter contre les changements climatiques. @erinotoole et Stephen Harper sont clairs, le @PCC_HQ n'aurait pas fait la m\xc3\xaame chose pour vous. https://t.co/Or6LoCLZAQ"""
1420461264535425026,2021-07-28 19:08:51,"b'We have been doing everything that\xe2\x80\x99s necessary to take on the major challenges of our time; helping Canadians stay afloat and taking urgent action on climate change. @erinotoole and Stephen Harper have made it clear, @CPC_HQ would not have done the same for you. https://t.co/RmyE7jQmWz'"
1420426002556231681,2021-07-28 16:48:43,"b'Tr\xc3\xa8s heureux de voir mes coll\xc3\xa8gues @_DebSchulte et @TonyVanBynen annoncer 9 M$ pour conserver la nature dans le sud de l\xe2\x80\x99Ontario, ce qui rendra nos communaut\xc3\xa9s plus r\xc3\xa9silientes, luttera contre les changements climatiques et soutiendra notre biodiversit\xc3\xa9.\xf0\x9f\x8c\xbf\nhttps://t.co/SS9Dxy9shF https://t.co/SK7VxYTzhB'"
1420425940807659521,2021-07-28 16:48:29,"b'Great to see my colleagues @_DebSchulte and @TonyVanBynen announcing $9 million for nature conservation across southern Ontario that will make our communities more resilient, fight climate change, and support our crucial biodiversity. \xf0\x9f\x8c\xbf\nhttps://t.co/pmf1Ylo0x9 https://t.co/aBVGDoRvVF'"
1420406322370121728,2021-07-28 15:30:31,"b'RT @TimLouisKitCon: DYK you can drive from St. John\xe2\x80\x99s, NL to Victoria, BC in an #EV? Making green technologies accessible is important to f\xe2\x80\xa6'"
1420406206120841217,2021-07-28 15:30:04,"b'RT @IISD_Pres: This is critical work, supporting developing countries mitigate and adapt to climate change. Thanks and congrats to Canadian\xe2\x80\xa6'"
1420377865154093057,2021-07-28 13:37:27,"b""Le monde entier nous d\xc3\xa9montre qu'une \xc3\xa9conomie plus propre cro\xc3\xaet plus rapidement, est plus forte et cr\xc3\xa9e de bons emplois. Tr\xc3\xa8s heureux de voir @FP_Champagne rencontrer l'entreprise de Burnaby et leader mondial de la capture du carbone, @svantesolutions. https://t.co/3attpmwzDq"""
1420377847147995139,2021-07-28 13:37:22,b'The world is showing us that a cleaner economy is a stronger and faster economy that will create good jobs. Great to see @FP_Champagne meeting with Burnaby-based and world leader in carbon capture @svantesolutions. https://t.co/l6Qy0YH4iU'
1420155380932489221,2021-07-27 22:53:22,"b""Nous travaillons fort pour faire en sorte que tous les Canadiens qui souhaitent se procurer un v\xc3\xa9hicule \xc3\xa9lectrique puissent en obtenir un, et se d\xc3\xa9placer \xc3\xa0 l'endroit o\xc3\xb9 ils doivent aller.\n#SemaineCanadienneduVE https://t.co/aayaWgtqBp"""
1420155364033667084,2021-07-27 22:53:18,"b'We\xe2\x80\x99re working hard to make sure that any Canadian who wants an EV can get one, and get where they need to go. #EVWeekinCanada https://t.co/KhC10btokL'"
1420114267089653761,2021-07-27 20:10:00,b'RT @sabrinagrover: Canada is playing an important role with our #G7 partners on advancing #climateaction globally. Financing for #COP and #\xe2\x80\xa6'
1420113946426609664,2021-07-27 20:08:43,"b'RT @SeamusORegan: DYK we\xe2\x80\x99ve made it easier than ever to drive electric in \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6?\n\n\xf0\x9f\x94\x8c17,000+ charging stations across the country - with more to\xe2\x80\xa6'"
